Year;Length;Title;Subject;Actor;Actress;Director;Popularity;Awards;*Image
1970;117;Catch Twenty-Two;Comedy;Arkin, Alan;;Nichols, Mike;50;No;NicholasCage.png
1988;90;Dark Age;Action;Jarratt, John;;Nicholson, Arch;3;No;NicholasCage.png
1981;94;Deadline;Mystery;Newman, Barry;;Nicholson, Arch;9;No;paulNewman.png
1935;60;Mysterious Mr. Wong;Mystery;Lugosi, Bela;;Nigh, William;71;No;NicholasCage.png
1988;92;A Month in the Country;Drama;Firth, Colin;;O'Connor, Pat;57;No;NicholasCage.png
1990;97;Prom Night III, The Last Kiss;Horror;Conlon, Tim;;Oliver, Ron;29;No;NicholasCage.png
1990;;Blood in, Blood Out;Drama;Penn, Sean;;Olmos, Edward James;88;No;NicholasCage.png
1989;94;Wrong Arm of the Law, The;Comedy;Sellers, Peter;;Owen, Cliff;25;No;NicholasCage.png
1987;116;Orphans;Drama;Finney, Albert;;Pakula, Alan J.;21;No;NicholasCage.png
1976;139;All the President's Men;Drama;Redford, Robert;;Pakula, Alan J.;45;Yes;NicholasCage.png
1987;73;J-Men Forever;Action;Bergman, Peter;;Patterson, Richard;59;No;NicholasCage.png
1969;144;Wild Bunch, The;Western;Holden, William;;Peckinpah, Sam;50;No;NicholasCage.png
1988;92;Judgement in Berlin;Drama;Sheen, Martin;;Penn, Leo;13;No;NicholasCage.png
1993;;Hot Line, The;Comedy;Boyer, Charles;;Perier, Etienne;70;No;NicholasCage.png
1988;100;Rocket Gibraltar;Drama;Lancaster, Burt;;Petrie, Daniel;26;No;burtLancaster.png
1975;112;Yakuza, The;Action;Mitchum, Robert;;Pollack, Sydney;16;No;NicholasCage.png
1972;116;Jeremiah Johnson;Drama;Redford, Robert;;Pollack, Sydney;88;No;NicholasCage.png
1970;112;Burn!;Drama;Brando, Marlon;;Pontecorvo, Gillo;75;No;brando.png
1973;122;Magnum Force;Action;Eastwood, Clint;;Post, Ted;28;No;clintEastwood.png
1989;86;Cyborg;Action;Van Damme, Jean-Claude;;Pyun, Albert;31;No;NicholasCage.png
1979;108;Prisoner of Zenda, The;Comedy;Sellers, Peter;;Quine, Richard;12;No;NicholasCage.png
1983;86;Scream;Horror;Martin, Pepper;;Quisenberry, Byron;24;No;NicholasCage.png
1986;140;Assault, The;Drama;Lint, Derek De;;Rademakers, Fons;71;Yes;NicholasCage.png
1951;102;Flying Leathernecks;Action;Wayne, John;;Ray, Nicholas;23;No;johnWayne.png
1985;92;What Comes Around;Drama;Reed, Jerry;;Reed, Jerry;49;No;NicholasCage.png
1980;123;Mon Oncle D'Amerique;Comedy;Roger-Pierre;;Resnais, Alain;71;No;NicholasCage.png
1972;92;Culpepper Cattle Company, The;Western;Grimes, Gary;;Richards, Dick;29;No;NicholasCage.png
1983;102;Survivors, The;Comedy;Matthau, Walter;;Ritchie, Michael;52;No;NicholasCage.png
1984;96;Roadhouse Sixty-Six;Action;Dafoe, Willem;;Robinson, John Mark;20;No;NicholasCage.png
1991;60;Burning Poles, Cecil Taylor in Performance;Music;Taylor, Cecil;;Rochlin, Sheldon;82;No;NicholasCage.png
1987;98;Russkies;Action;Hubley, Whip;;Rosenthal, Rick;87;No;NicholasCage.png
1990;96;My Blue Heaven;Comedy;Martin, Steve;;Ross, Herbert;63;No;NicholasCage.png
1990;103;Altered States;Science Fiction;Hurt, William;;Russell, Ken;22;No;NicholasCage.png
1972;128;Cowboys, The;Western;Wayne, John;;Rydell, Mark;58;No;johnWayne.png
1985;95;Code Name, Emerald;Drama;Harris, Ed;;Sanger, Jonathan;22;No;NicholasCage.png
1970;170;Patton;War;Scott, George C.;;Schaffner, Franklin J.;8;Yes;NicholasCage.png
1969;123;Midnight Cowboy;Drama;Hoffman, Dustin;;Schlesinger, John;33;Yes;NicholasCage.png
1985;131;Falcon & the Snowman, The;Drama;Hutton, Timothy;;Schlesinger, John;61;No;NicholasCage.png
1976;112;Maitresse;Drama;Ogier, Bulle;;Schroeder, Barbet;39;No;NicholasCage.png
1987;86;Disorderlies;Comedy;Boys, The Fat;;Schultz, Michael;69;No;NicholasCage.png
1991;;Raging Bull;Drama;De Niro, Robert;;Scorsese, Martin;25;No;NicholasCage.png
1991;60;Garrison Keillor's Home;Comedy;Keillor, Garrison;;Sevush, Herb;6;No;NicholasCage.png
1938;55;Overland Stage Raiders;Western;Wayne, John;;Sherman, George;83;No;johnWayne.png
1938;55;Pals of the Saddle;Western;Wayne, John;;Sherman, George;33;No;johnWayne.png
1982;92;Alone in the Dark;Horror;Schultz, Dwight;;Sholder, Jack;75;No;NicholasCage.png
1971;109;Beguiled, The;Drama;Eastwood, Clint;;Siegel, Don;60;No;clintEastwood.png
1979;112;Escape from Alcatraz;Drama;Eastwood, Clint;;Siegel, Don;22;No;clintEastwood.png
1948;88;Criss Cross;Drama;Lancaster, Burt;;Siodmak, Robert;77;No;burtLancaster.png
1976;132;Midway;War;Heston, Charlton;;Smight, Jack;36;No;NicholasCage.png
1990;126;Indiana Jones & the Last Crusade;Action;Ford, Harrison;;Spielberg, Steven;8;No;NicholasCage.png
1993;90;Duel;Mystery;Weaver, Dennis;;Spielberg, Steven;48;No;NicholasCage.png
1991;193;Separate but Equal;Drama;Poitier, Sidney;;Stevens, George, Jr.;56;No;NicholasCage.png
1924;123;Gosta Berling's Saga;Drama;Hanson, Lars;;Stiller, Mauritz;63;No;NicholasCage.png
1986;120;Platoon;Drama;Sheen, Charlie;;Stone, Oliver;8;Yes;NicholasCage.png
1963;89;Crawling Hand, The;Science Fiction;Breck, Peter;;Strock, Herbert L.;79;No;NicholasCage.png
1971;100;Willy Wonka & the Chocolate Factory;Music;Wilder, Gene;;Stuart, Mel;65;No;NicholasCage.png
1971;88;Joe Kidd;Western;Eastwood, Clint;;Sturges, John;79;No;clintEastwood.png
1985;104;Santa Claus, The Movie;Comedy;Moore, Dudley;;Szwarc, Jeannot;19;No;NicholasCage.png
1938;96;Boys Town;Drama;Tracy, Spencer;;Taurog, Norman;21;Yes;spencerTracy.png
1990;59;Erasure, Live Wild!;Music;;;Taylor, Gavin;48;No;NicholasCage.png
1982;150;A Question of Honor;Drama;Gazzara, Ben;;Taylor, Jud;80;No;NicholasCage.png
1947;61;Check Your Guns;Western;Dean, Eddie;;Taylor, Ray;80;No;NicholasCage.png
1947;56;West to Glory;Western;Dean, Eddie;;Taylor, Ray;43;No;NicholasCage.png
1937;60;Throwback, The;Western;Jones, Buck;;Taylor, Ray;53;No;NicholasCage.png
1992;54;Border Feud;Action;LaRue, Lash;;Taylor, Ray;43;No;NicholasCage.png
1947;58;Fighting Vigilantes, The;Western;LaRue, Lash;;Taylor, Ray;21;No;NicholasCage.png
1947;53;Law of the Lash;Western;LaRue, Lash;;Taylor, Ray;66;No;NicholasCage.png
1949;66;Outlaw Country;Western;LaRue, Lash;;Taylor, Ray;62;No;NicholasCage.png
1992;53;Return of the Lash;Action;LaRue, Lash;;Taylor, Ray;78;No;NicholasCage.png
1937;60;Mystery of the Hooded Horsemen;Western;Ritter, Tex;;Taylor, Ray;52;No;NicholasCage.png
1937;60;Tex Rides with the Boy Scouts;Western;Ritter, Tex;;Taylor, Ray;17;No;NicholasCage.png
1949;59;Shadows of the West;Western;Wilson, Whip;;Taylor, Ray;40;No;NicholasCage.png
1991;102;Instant Karma;Comedy;Cassidy, David;;Taylor, Roderick;47;No;NicholasCage.png
1957;73;Time Lock;Drama;Connery, Sean;;Thomas, Gerald;5;No;seanConnery.png
1953;79;Appointment in Honduras;Drama;Ford, Glenn;;Tourneur, Jacques;7;No;glennFord.png
1982;136;Danton;Drama;Depardieu, Gérard;;Wajda, Andrzej;5;No;NicholasCage.png
1960;164;Alamo, The;Action;Wayne, John;;Wayne, John;29;No;johnWayne.png
1986;91;La Chevre, (The Goat);Drama;Depardieu, Gérard;;Veber, Francis;24;No;NicholasCage.png
1985;109;Les Comperes;Comedy;Richard, Pierre;;Veber, Francis;54;No;NicholasCage.png
1990;128;Dead Poets Society;Drama;Williams, Robin;;Weir, Peter;8;Yes;NicholasCage.png
1952;93;Othello, The Lost Masterpiece;Drama;Welles, Orson;;Welles, Orson;23;No;NicholasCage.png
1949;119;Battleground, The;War;Johnson, Van;;Wellman, William;7;No;NicholasCage.png
1976;176;Kings of the Road (In the Course of Time);Drama;Vogler, Rudiger;;Wenders, Wim;41;No;NicholasCage.png
1990;98;Hiroshima;Drama;Nelson, Judd;;Werner, Peter;17;No;NicholasCage.png
1982;111;Return of Martin Guerre, The;Drama;Depardieu, Gérard;;Vigne, Daniel;51;No;NicholasCage.png
1956;97;Somebody up There Likes Me;Drama;Newman, Paul;;Wise, Robert;56;No;paulNewman.png
1955;57;Jack Benny Show;Comedy;Benny, Jack;;;51;No;NicholasCage.png
1962;182;Mutiny on the Bounty;Action;Brando, Marlon;;;35;No;brando.png
1989;;Death Valley Days, Deadly Decision;Western;Caan, James;;;9;No;NicholasCage.png
1986;60;Monty Python's Flying Circus;Comedy;Chapman, Graham;;;4;No;NicholasCage.png
1986;60;Monty Python's Flying Circus, Vol 1.;Comedy;Chapman, Graham;;;24;No;NicholasCage.png
1986;59;Monty Python's Flying Circus, Vol 2.;Comedy;Chapman, Graham;;;79;No;NicholasCage.png
1986;58;Monty Python's Flying Circus, Vol 3.;Comedy;Chapman, Graham;;;63;No;NicholasCage.png
1990;;Valkenvania;Comedy;Chase, Chevy;;;82;No;NicholasCage.png
1982;101;Secret Policeman's Other Ball, The;Comedy;Cleese, John;;;86;No;NicholasCage.png
1981;127;Taming of the Shrew, The;Drama;Cleese, John;;;2;No;NicholasCage.png
1964;;From Russia with Love;Action;Connery, Sean;;;6;No;seanConnery.png
1993;108;Offence, The;Mystery;Connery, Sean;;;6;No;seanConnery.png
1992;60;Hollywood Mavericks;Comedy;Coppola, Francis Ford;;;22;No;NicholasCage.png
1990;60;Live at Harrah's;Comedy;Cosby, Bill;;;6;No;NicholasCage.png
1992;52;Persuaders, The Overture, The;Mystery;Curtis, Tony;;;40;No;NicholasCage.png
1977;255;Nineteen Hundred;Drama;De Niro, Robert;;;82;No;NicholasCage.png
1989;90;Van, The;Comedy;DeVito, Danny;;;5;No;NicholasCage.png
1972;15;My Country Right or Wrong;War;Douglas, Michael;;;21;No;NicholasCage.png
1991;;Clint Eastwood Collection, The;Westerns;Eastwood, Clint;;;11;No;clintEastwood.png
1991;;Complete Dirty Harry, Magnum Force, The;Action;Eastwood, Clint;;;53;No;clintEastwood.png
1992;92;Dead Pool, The;Action;Eastwood, Clint;;;26;No;clintEastwood.png
1992;163;Good, the Bad & the Ugly, The;Westerns;Eastwood, Clint;;;68;No;clintEastwood.png
1959;60;Rawhide, Premiere Episode;Western;Eastwood, Clint;;;54;No;clintEastwood.png
1992;118;Tightrope;Mystery;Eastwood, Clint;;;55;No;clintEastwood.png
1987;95;Hearts of Fire;Drama;Everett, Rupert;;;25;No;NicholasCage.png
1992;165;How the West Was Won;Western;Fonda, Henry;;;45;No;NicholasCage.png
1992;;Mummy's Hand, The;Mystery;Foran, Dick;;;54;No;NicholasCage.png
1993;88;Great White Death;Action;Ford, Glenn;;;26;No;glennFord.png
1986;119;Mosquito Coast, The;Drama;Ford, Harrison;;;54;No;NicholasCage.png
1993;102;Today We Kill....Tomorrow We Die;Western;Ford, Montgomery;;;25;No;NicholasCage.png
1991;;Tormenta Sobre Arizona;Drama;Ford, Wallace;;;81;No;NicholasCage.png
1989;116;Back to the Future II;Comedy;Fox, Michael J.;;;65;No;NicholasCage.png
1959;60;Maverick, Duel at Sundown;Western;Garner, James;;;26;No;NicholasCage.png
1983;;Shakespeare Series;Drama;Gielgud, John;;;23;No;NicholasCage.png
1973;105;Deadly Trackers;Western;Harris, Richard;;;54;No;NicholasCage.png
1992;72;American Film Institute, Alfred Hitchcock;Mystery;Hitchcock, Alfred;;;70;No;NicholasCage.png
1990;;A Married Man;Drama;Hopkins, Anthony;;;79;No;AnthonyHopkins.png
1982;208;Othello;Drama;Hopkins, Anthony;;;84;No;AnthonyHopkins.png
1975;85;Only Way Home, The;Drama;Hopkins, Bo;;;60;No;NicholasCage.png
1953;120;Tales of Tomorrow;Horror;Karloff, Boris;;;0;No;NicholasCage.png
1991;128;Inherit the Wind;Drama;Kelly, Gene;;;18;No;NicholasCage.png
1990;45;This Is Horror;Horror;King, Stephen;;;3;No;NicholasCage.png
1992;112;Conversation Piece;Drama;Lancaster, Burt;;;1;No;burtLancaster.png
1992;105;Crimson Pirate, The;Action;Lancaster, Burt;;;60;No;burtLancaster.png
1992;83;Devil's Disciple, The;Mystery;Lancaster, Burt;;;65;No;burtLancaster.png
1992;166;Hallelujah Trail, The;Drama;Lancaster, Burt;;;6;No;burtLancaster.png
1992;133;Train, The;Action;Lancaster, Burt;;;68;No;burtLancaster.png
1986;49;Jay Leno: The American Dream;Comedy;Leno, Jay;;;67;No;NicholasCage.png
1990;92;Primal Rage;Mystery;Lowe, Patrick;;;3;No;NicholasCage.png
1990;50;Industrial Symphony, The Dream of the Broken-Hearted;Music;Lynch, David;;;49;No;lynch.png
1986;52;Howie Mandel's North American Watusi Tour;Comedy;Mandel, Howie;;;65;No;NicholasCage.png
1989;90;Branford Marsalis, Steep;Music;Marsalis, Branford;;;52;No;NicholasCage.png
1991;98;L. A. Story;Comedy;Martin, Steve;;;81;No;NicholasCage.png
1986;60;Steve Martin Live!;Comedy;Martin, Steve;;;3;No;NicholasCage.png
1974;60;Steve Martin, The Funnier Side of Eastern Canada;Comedy;Martin, Steve;;;34;No;NicholasCage.png
1993;;Runaway Barge, The;Action;Matheson, Tim;;;38;No;NicholasCage.png
1992;101;Romulus & the Sabines;Action;Moore, Roger;;;76;No;NicholasCage.png
1989;;Saint, The;Mystery;Moore, Roger;;;29;No;NicholasCage.png
1983;91;Strange Brew;Comedy;Moranis, Rick;;;24;No;NicholasCage.png
1990;98;Another Forty-Eight Hours;Action;Murphy, Eddie;;;54;No;NicholasCage.png
1989;;Best of Eddie Murphy, Saturday Night Live, The;Comedy;Murphy, Eddie;;;56;No;NicholasCage.png
1991;99;What about Bob?;Comedy;Murray, Bill;;;6;No;NicholasCage.png
1953;91;Mummy's Revenge, The;Horror;Naschy, Paul;;;56;No;NicholasCage.png
1992;121;Harper;Mystery;Newman, Paul;;;86;No;paulNewman.png
1992;102;Left Handed Gun, The;Western;Newman, Paul;;;26;No;paulNewman.png
1989;;Once upon a Wheel;Action;Newman, Paul;;;40;No;paulNewman.png
1992;136;Prize, The;Drama;Newman, Paul;;;66;No;paulNewman.png
1968;;Secret War of Harry Frigg, The;Comedy;Newman, Paul;;;28;No;paulNewman.png
1990;;Two Jakes, The;Mystery;Nicholson, Jack;;;3;No;NicholasCage.png
1989;61;Exile in Concert;Music;Pennington, J. P.;;;12;No;NicholasCage.png
1987;60;Joe Piscopo New Jersey Special;Comedy;Piscopo, Joe;;;14;No;NicholasCage.png
1991;60;Joe Piscopo Video, The;Comedy;Piscopo, Joe;;;44;No;NicholasCage.png
1989;;Death Valley Days, No Gun Behind His Badge;Western;Reagan, Ronald;;;1;No;NicholasCage.png
1988;96;Salsa: The Motion Picture;Drama;Rosa, Robby;;;26;No;NicholasCage.png
1991;80;Hollywood's Greatest War Movies;War;Scott, George C.;;;41;No;NicholasCage.png
1991;91;Out for Justice;Action;Seagal, Steven;;;2;No;NicholasCage.png
1956;27;Case of the Mukkinese Battle Horn, The;Comedy;Sellers, Peter;;;45;No;NicholasCage.png
1953;75;Goon Show Movie, The;Comedy;Sellers, Peter;;;80;No;NicholasCage.png
1975;95;Great McGonagall, The;Comedy;Sellers, Peter;;;72;No;NicholasCage.png
1991;101;I'm All Right Jack;Comedy;Sellers, Peter;;;23;No;NicholasCage.png
1991;101;Magic Christian, The;Comedy;Sellers, Peter;;;75;No;NicholasCage.png
1960;91;Never Let Go;Action;Sellers, Peter;;;5;No;NicholasCage.png
1991;121;Pink Panther, The;Comedy;Sellers, Peter;;;77;No;NicholasCage.png
1991;84;Two-Way Stretch;Comedy;Sellers, Peter;;;7;No;NicholasCage.png
1988;65;Face at the Window, The;Horror;Slaughter, Tod;;;79;No;NicholasCage.png
1958;92;Tom Thumb;Science Fiction;Tamblyn, Russ;;;30;No;NicholasCage.png
1989;90;Beartooth;Action;Taylor, Dub;;;70;No;NicholasCage.png
1979;90;James Taylor in Concert;Music;Taylor, James;;;38;No;NicholasCage.png
1942;253;Gangbusters;Drama;Taylor, Kent;;;31;No;NicholasCage.png
1992;;El Rublo de las Dos Caras;Action;Taylor, Robert;;;83;No;NicholasCage.png
1992;87;Law & Jake Wade, The;Drama;Taylor, Robert;;;68;No;NicholasCage.png
1967;105;Chuka;Western;Taylor, Rod;;;47;No;NicholasCage.png
1980;93;Cry of the Innocent;Drama;Taylor, Rod;;;13;No;NicholasCage.png
1991;108;Edison the Man;Drama;Tracy, Spencer;;;19;No;spencerTracy.png
1991;101;Keeper of the Flame;Drama;Tracy, Spencer;;;76;No;spencerTracy.png
1991;92;Spencer Tracy Legacy, The;Comedy;Tracy, Spencer;;;44;No;spencerTracy.png
1957;60;Cheyenne, The Iron Trail;Western;Walker, Clint;;;1;No;NicholasCage.png
1992;56;Dawn Rider, The;Western;Wayne, John;;;44;No;johnWayne.png
1993;;Duke, The Films of John Wayne;Western;Wayne, John;;;70;No;johnWayne.png
1939;55;Frontier Horizon;Western;Wayne, John;;;73;No;johnWayne.png
1934;54;Hell Town;Western;Wayne, John;;;23;No;johnWayne.png
1932;;Hurricane Express;Western;Wayne, John;;;7;No;johnWayne.png
1932;210;Hurricane Express, The;Action;Wayne, John;;;68;No;johnWayne.png
1965;165;In Harm's Way;War;Wayne, John;;;66;No;johnWayne.png
1991;;John Wayne Collection, Red River, The;War;Wayne, John;;;49;No;johnWayne.png
1992;;John Wayne Collector's Limited Edition;War;Wayne, John;;;3;No;johnWayne.png
1991;;John Wayne Four Pack;Western;Wayne, John;;;58;No;johnWayne.png
1939;112;John Wayne Matinee Double Feature, No. 2;Western;Wayne, John;;;3;No;johnWayne.png
1939;110;John Wayne Matinee Double Feature, No. 3;Western;Wayne, John;;;24;No;johnWayne.png
1938;110;John Wayne Matinee Double Feature, No. 4;Western;Wayne, John;;;28;No;johnWayne.png
1990;;John Wayne Six Pack;Western;Wayne, John;;;87;No;johnWayne.png
1991;;John Wayne Western Greats, Rio Bravo;Western;Wayne, John;;;22;No;johnWayne.png
1991;56;King of the Pecos;Western;Wayne, John;;;78;No;johnWayne.png
1992;59;Lawless Frontier;Western;Wayne, John;;;8;No;johnWayne.png
1991;52;Lawless Frontier, The;Western;Wayne, John;;;35;No;johnWayne.png
1991;56;Lawless Nineties, The;Western;Wayne, John;;;3;No;johnWayne.png
1934;54;Lucky Texan;Western;Wayne, John;;;48;No;johnWayne.png
1992;112;McQ;Action;Wayne, John;;;5;No;johnWayne.png
1993;;Neath Arizona Skies;Western;Wayne, John;;;73;No;johnWayne.png
1991;54;Neath the Arizona Skies;Western;Wayne, John;;;28;No;johnWayne.png
1991;53;Randy Rides Alone;Western;Wayne, John;;;75;No;johnWayne.png
1993;58;Range Feud;Western;Wayne, John;;;77;No;johnWayne.png
1992;134;Red River;Western;Wayne, John;;;16;No;johnWayne.png
1991;52;Riders of Destiny;Western;Wayne, John;;;30;No;johnWayne.png
1990;;Sagebrush Trail;Western;Wayne, John;;;23;No;johnWayne.png
1932;226;Shadow of the Eagle, The;Action;Wayne, John;;;19;No;johnWayne.png
1989;103;Blood & Guns;Action;Welles, Orson;;;43;No;NicholasCage.png
1988;78;Hot Money;Drama;Welles, Orson;;;19;No;NicholasCage.png
1977;75;Comedy Tonight;Comedy;Williams, Robin;;;18;No;NicholasCage.png
1991;65;Robin Williams;Comedy;Williams, Robin;;;4;No;NicholasCage.png         
